;EAN;Referencia;;Nombre;Coste;Precio;;P.V.P.;Beneficio;%MC;%MV;Stock;;Proveedor;Clasificación;
Normal;5050456522736;;;COL CERRUTI 1881 100ML EDP SRA;20,180 €;69,01 €;21 %;83,50 €;48,83 €;242,0 %;70,8 %;1;47;AYATS;;
Actualizado desde fichero o API;5050456522743;1044441;;COL CERRUTI 1881 CERRUTI CBR 100VAP;17,929 €;70,25 €;21 %;85,00 €;52,32 €;291,8 %;74,5 %;0;60;COVALDROPER GRUPO;PERFUMERIA SELECTIVA;
Normal;3145891214604;;;COL CHANEL ALLURE CBR 100VAP;59,500 €;81,82 €;21 %;99,00 €;22,32 €;37,5 %;27,3 %;0;916;NAYPES;PERFUMERIA SELECTIVA;
Normal;3145891236309;;;COL CHANEL ALLURE SPORT 100VAP CBR;58,830 €;86,78 €;21 %;105,00 €;27,95 €;47,5 %;32,2 %;3;66;NAYPES;PERFUMERIA SELECTIVA;
Normal;3145891073607;1099093;;COL CHANEL BLEU CBR 100VAP;66,000 €;99,17 €;21 %;120,00 €;33,17 €;50,3 %;33,5 %;-1;175;NAYPES;PERFUMERIA SELECTIVA;
Normal;3145891364200;1096592;;COL CHANEL CHANCE EDP 100V SRA;97,110 €;114,88 €;21 %;139,00 €;17,77 €;18,3 %;15,5 %;-1;120;NAYPES;PERFUMERIA SELECTIVA;
Normal;3145891264609;1120539;;COL CHANEL CHANCE EDT SPRAY 100ML SRA;68,720 €;111,15 €;21 %;134,49 €;42,43 €;61,7 %;38,2 %;1;130;CODELVI;PERFUMERIA SELECTIVA;
Normal;3145891135305;1099095;;COL CHANEL COCO  SRA EDP 100VAP;90,500 €;114,88 €;21 %;139,00 €;24,38 €;26,9 %;21,2 %;-1;176;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3145891165203;1096588;;COL CHANEL COCO MADEMOISELLE EDP 100VAP SRA;80,940 €;114,88 €;21 %;139,00 €;33,94 €;41,9 %;29,5 %;0;61;NAYPES;PERFUMERIA SELECTIVA;
Normal;3145891244601;;;COL CHANEL EGOISTE PLATINUM CBR 100V;59,500 €;81,82 €;21 %;99,00 €;22,32 €;37,5 %;27,3 %;-1;329;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3145891255300;1096591;;COL CHANEL N05 EDP 100VAP SRA;97,110 €;114,88 €;21 %;139,00 €;17,77 €;18,3 %;15,5 %;0;173;NAYPES;PERFUMERIA SELECTIVA;
Normal;2220000003469;;;COL CHANSON 100ML SIN ESTUCHE;1,462 €;3,30 €;21 %;3,99 €;1,84 €;125,7 %;55,7 %;0;927;BEMALU;PERFUMERIA CONSUMO;
Normal;3616304248849;;;COL CHANSON DEAU EDT 200ML+DEO 200ML;5,750 €;9,05 €;21 %;10,95 €;3,30 €;57,4 %;36,5 %;-2;3;NAYPES;;
Normal;3616304126635;1157842;;COL CHANSON DEAU ESTUCHE EDT 100ML+DEO 200ML SRA;9,311 €;8,22 €;21 %;9,95 €;-1,09 €;-11,7 %;-13,3 %;17;4;ASTOR(COTY);PERFUMERIA CONSUMO;
Actualizado desde fichero o API;3607343558204;1045118;;COL CHANSON DEAU SRA 200ML;4,118 €;7,43 €;21 %;8,99 €;3,31 €;80,4 %;44,6 %;-3;53;ASTOR(COTY);PERFUMERIA CONSUMO;
Actualizado desde fichero o API;688575201895;1075128;;COL CHLOE WOMAN EDP 75V SRA;56,900 €;116,03 €;21 %;140,40 €;59,13 €;103,9 %;51,0 %;1;168;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3614229407846;1137986;;COL CHLOE WOMAN SET (EDP SPRAY 75ML+ BODY 100 ML + MINI 5 ML)SRA;49,790 €;102,87 €;21 %;124,47 €;53,08 €;106,6 %;51,6 %;-1;466;PERFUMERIA MIRALLS [ MIRALLS ];;
Actualizado desde fichero o API;020714156893;1056799;;COL CLINIQUE HAPPY EDP SRA 100V;25,360 €;71,86 €;21 %;86,95 €;46,50 €;183,4 %;64,7 %;0;861;NAYPES;PERFUMERIA SELECTIVA;
Normal;020714080310;1056804;;COL CLINIQUE HAPPY FOR MEN EDT SPRAY 100ML CBR;32,400 €;59,09 €;21 %;71,50 €;26,69 €;82,4 %;45,2 %;0;187;NAYPES;PERFUMERIA SELECTIVA;
Normal;3145891164602;1097742;;COL COCO MADEMOISELLE EDT SPRAY 100ML SRA;72,000 €;111,15 €;21 %;134,49 €;39,15 €;54,4 %;35,2 %;1;-1;CODELVI;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8424730023894;;;COL COQUETTE EDT BELLE CHERIE 100 ML+ ROLL-ON;4,022 €;7,43 €;21 %;8,99 €;3,41 €;84,7 %;45,9 %;6;17;ARASALFA;PERFUMERIA CONSUMO;
Normal;2220000002455;;;COL COQUETTE EDT BELLE CHERIE ESTUCHE 100 ML+ROLL-ON;4,703 €;7,40 €;21 %;8,95 €;2,70 €;57,4 %;36,5 %;0;-1;ARASALFA;PERFUMERIA CONSUMO;
Normal;8424730023870;;;COL COQUETTE EDT FLEURS PARADIS ESTUCHE 100 ML+ROLL-ON;4,022 €;7,40 €;21 %;8,95 €;3,38 €;84,0 %;45,6 %;10;12;ARASALFA;PERFUMERIA CONSUMO;
Normal;8424730023863;;;COL COQUETTE EDT ROMANTIQUE ESTUCHE 100 ML+ROLL-ON;3,016 €;7,40 €;21 %;8,95 €;4,38 €;145,4 %;59,2 %;8;15;ARASALFA;PERFUMERIA CONSUMO;
Normal;8424730023887;;;COL COQUETTE EDT SENSUELLE ESTUCHE 100 ML+ROLL-ON;4,022 €;7,40 €;21 %;8,95 €;3,38 €;84,0 %;45,6 %;9;29;ARASALFA;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;3614227186521;1075182;;COL CROSSMEN 200ML CBR;4,366 €;7,40 €;21 %;8,95 €;3,03 €;69,5 %;41,0 %;8;10;DPH S. L .;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;3616303465599;1126890;;COL CROSSMEN ESTUCHE 200ML+DEO;9,311 €;8,22 €;21 %;9,95 €;-1,09 €;-11,7 %;-13,3 %;11;0;ASTOR(COTY);PERFUMERIA CONSUMO;
Actualizado desde fichero o API;5425017735960;;;COL CUBA EST 100ML+35ML CBR;5,888 €;10,70 €;21 %;12,95 €;4,81 €;81,7 %;45,0 %;0;847;PARIS MODE FRAGANCIAS S.L [ CUBA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;5425017737100;;;COL CUBA MUST HAVE GOLD EST CBR 5PIEZAS;10,710 €;18,97 €;21 %;22,95 €;8,26 €;77,1 %;43,5 %;0;852;PARIS MODE FRAGANCIAS S.L [ CUBA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;5425017736127;;;COL CUBA ROYAL EST 100ML+35ML CBR;5,888 €;10,70 €;21 %;12,95 €;4,81 €;81,7 %;45,0 %;0;861;PARIS MODE FRAGANCIAS S.L [ CUBA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;3607342359789;;;COL DAVIDOFF COOL WATER 200V CBR;23,300 €;95,04 €;21 %;115,00 €;71,74 €;307,9 %;75,5 %;5;14;COVALDROPER GRUPO;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3414202000572;1103193;;COL DAVIDOFF COOL WATER CBR 125VAP;20,000 €;95,04 €;21 %;115,00 €;75,04 €;375,2 %;79,0 %;3;27;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Normal;3414202011752;1075180;;COL DAVIDOFF COOL WATER WOMAN 100V SRA;19,602 €;72,64 €;21 %;87,90 €;53,04 €;270,6 %;73,0 %;-3;1;COVALDROPER GRUPO;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8411061598405;1005085;;COL DENENES 200ML;3,705 €;4,95 €;21 %;5,99 €;1,25 €;33,6 %;25,1 %;0;-1;MARCA PERSONAL CARE GENESSE;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8429871990401;1138978;;COL DICORA URBAN FIT PACK LATA EDT SPRAY 100ML + BOTELLA GYM DUBAI SRA;7,291 €;10,74 €;21 %;12,99 €;3,45 €;47,3 %;32,1 %;0;-1;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8429871990418;1138979;;COL DICORA URBAN FIT PACK LATA EDT SPRAY 100ML + BOTELLA GYM RIO SRA;7,291 €;10,74 €;21 %;12,99 €;3,45 €;47,3 %;32,1 %;0;-1;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8480029435311;1130862;;COL DICORA URBAN FIT PACK LATA EDT SPRAY 100ML+BOTELLA GYM MOSCOW;7,291 €;10,74 €;21 %;12,99 €;3,45 €;47,3 %;32,1 %;0;539;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8480029435373;1130860;;COL DICORA URBAN FIT PACK LATA EDT SPRAY 100ML+BOTELLA GYM MIAMI;7,291 €;10,74 €;21 %;12,99 €;3,45 €;47,3 %;32,1 %;0;620;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8480029435304;1130861;;COL DICORA URBAN FIT PACK LATA EDT SPRAY 100ML+BOTELLA GYM PARIS;7,291 €;10,74 €;21 %;12,99 €;3,45 €;47,3 %;32,1 %;0;812;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Normal;3348900314290;1061441;;COL DIOR DIORISSIMO SRA EDT 100VAP;63,290 €;95,79 €;21 %;115,90 €;32,50 €;51,4 %;33,9 %;-1;42;NAYPES;PERFUMERIA SELECTIVA;
Normal;3348900627499;1061495;;COL DIOR EAU SAUVAGE 100V CBR;50,100 €;78,10 €;21 %;94,50 €;28,00 €;55,9 %;35,9 %;-1;38;COVALDROPER GRUPO;PERFUMERIA SELECTIVA;
Normal;3348900012219;1061450;;COL DIOR FAHRENHEIT 100V CBR;60,010 €;81,82 €;21 %;99,00 €;21,81 €;36,3 %;26,7 %;1;173;COVALDROPER GRUPO;PERFUMERIA SELECTIVA;
Normal;3348900147324;1061449;;COL DIOR FAHRENHEIT 200V CBR;82,600 €;125,62 €;21 %;152,00 €;43,02 €;52,1 %;34,3 %;-1;320;NAYPES;PERFUMERIA SELECTIVA;
Normal;3348901419147;1061467;;COL DIOR HOMME 100VAP;53,490 €;82,00 €;21 %;99,22 €;28,51 €;53,3 %;34,8 %;-1;769;NAYPES;PERFUMERIA SELECTIVA;
Normal;3348900417878;1061383;;COL DIOR JADORE EDP 100V SRA;73,750 €;110,74 €;21 %;136,00 €;36,99 €;50,2 %;33,4 %;0;123;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3348901296632;;;COL DIOR JADORE EDT 100V SRA;70,250 €;100,68 €;21 %;121,82 €;30,43 €;43,3 %;30,2 %;-1;173;;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3348901571456;1110611;;COL DIOR MISS DIOR EDP 100VL SRA;87,603 €;119,83 €;21 %;145,00 €;32,23 €;36,8 %;26,9 %;0;477;VARIOS;PERFUMERIA SELECTIVA;
Normal;3348901362856;;;COL DIOR MISS DIOR EDP 50V SRA;52,710 €;80,79 €;21 %;97,76 €;28,08 €;53,3 %;34,8 %;0;-1;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3348900011687;1061426;;COL DIOR POISON EDT SRA 100V;66,904 €;100,83 €;21 %;122,00 €;33,93 €;50,7 %;33,6 %;-3;22;COVALDROPER GRUPO;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3348901250146;1071642;;COL DIOR SAUVAGE EDT 100V CBR;67,470 €;78,76 €;21 %;95,30 €;11,29 €;16,7 %;14,3 %;0;6;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3348901321129;1103061;;COL DIOR SAUVAGE EDT SPRAY 200ML CBR;82,090 €;133,88 €;21 %;162,00 €;51,79 €;63,1 %;38,7 %;0;665;AYATS;PERFUMERIA SELECTIVA;
Normal;763511009824;1075285;;COL DKNY BE DELICIOUS EDP SRA 100V;33,400 €;80,17 €;21 %;97,00 €;46,77 €;140,0 %;58,3 %;1;60;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;022548434420;;;COL DKNY EDP 100ML+GEL 150ML SRA;45,450 €;54,54 €;21 %;65,99 €;9,09 €;20,0 %;16,7 %;0;368;NAYPES;PERFUMERIA SELECTIVA;
Normal;763511100019;1075289;;COL DKNY EDP SRA 100VAP;37,520 €;80,17 €;21 %;97,00 €;42,65 €;113,7 %;53,2 %;4;17;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Normal;022548230930;1056332;;COL DKNY EDT  WOMEN 100V SRA;23,410 €;62,40 €;21 %;75,50 €;38,99 €;166,6 %;62,5 %;-1;395;NAYPES;PERFUMERIA SELECTIVA;
Normal;3423473020257;;;COL DOLCE GABBANA LIGHT BLUE 25ML SRA;18,670 €;46,28 €;21 %;56,00 €;27,61 €;147,9 %;59,7 %;-1;173;AYATS;;
Actualizado desde fichero o API;8429871991200;1138983;;COL DOLORES PROMESAS SET EDT 100 ML + HAND SANITIZER + NECESER BROWN SRA;8,702 €;16,49 €;21 %;19,95 €;7,79 €;89,5 %;47,2 %;0;-1;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8429871991170;1138980;;COL DOLORES PROMESAS SET EDT 100 ML + HAND SANITIZER + NECESER GREEN SRA;8,702 €;16,49 €;21 %;19,95 €;7,79 €;89,5 %;47,2 %;0;-1;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8429871991194;1138982;;COL DOLORES PROMESAS SET EDT 100 ML + HAND SANITIZER + NECESER ORANGE SRA;8,702 €;16,49 €;21 %;19,95 €;7,79 €;89,5 %;47,2 %;0;-1;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8429871991187;1138981;;COL DOLORES PROMESAS SET EDT 100 ML + HAND SANITIZER + NECESER PINK SRA;8,702 €;16,49 €;21 %;19,95 €;7,79 €;89,5 %;47,2 %;0;-1;NUVARIA [ DICORA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8410190634077;1157873;;COL DON ALGODON  ESTUCHE EXCLUSIVO EMD EDT 100ML CBR;8,904 €;14,01 €;21 %;16,95 €;5,11 €;57,4 %;36,5 %;0;-1;PUIG CONSUMO;COLONIA ESTUCHE CONSUMO MASCULINA;
Actualizado desde fichero o API;8410190634060;1157872;;COL DON ALGODON  ESTUCHE EXCLUSIVO EMD EDT 100ML SRA;10,376 €;14,01 €;21 %;16,95 €;3,63 €;35,0 %;25,9 %;7;185;PUIG CONSUMO;COLONIA ESTUCHE CONSUMO FEMENINA;
Actualizado desde fichero o API;8410190620124;1109251;;COL DON ALGODON CAJA EMD EDT SPRAY 100+BODY 75+GEL 75+DEO SPRAY 150+VIAL 10 SRA;10,398 €;13,18 €;21 %;15,95 €;2,78 €;26,8 %;21,1 %;-1;188;PUIG CONSUMO;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8410190630994;1148692;;COL DON ALGODON HOMBRE SET EXCLUSIVO EMD (EDT 100ML+AFTER 75ML+GEL 75ML+DEO 150ML+EDT 10ML)CBR;8,541 €;12,36 €;21 %;14,95 €;3,82 €;44,7 %;30,9 %;0;-1;PUIG CONSUMO;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8410190630970;1148693;;COL DON ALGODON MUJER SET EXCLUSIVO EMD (EDT 100ML+BODY 75ML+GEL 75ML+EDT 10ML)SRA;8,715 €;12,36 €;21 %;14,95 €;3,65 €;41,8 %;29,5 %;-2;186;PUIG CONSUMO;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8410190611450;1103696;;COL DON ALGODON SPRAY 200ML CBR;8,372 €;13,21 €;21 %;15,99 €;4,84 €;57,8 %;36,6 %;-16;10;PUIG CONSUMO;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8410190586581;1103657;;COL DON ALGODON SRA 200ML;9,354 €;14,04 €;21 %;16,99 €;4,69 €;50,1 %;33,4 %;-6;5;PUIG CONSUMO;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8410190631045;1148524;;COL DON ALGODÓN HOMBRE SET (EDT 100ML+AFTER 75ML+GEL 75ML+DEO 150ML)CBR;7,982 €;12,36 €;21 %;14,95 €;4,38 €;54,9 %;35,4 %;-4;11;PUIG CONSUMO;COLONIA ESTUCHE CONSUMO MASCULINA;
Normal;3360372009436;1075301;;COL DRAKKAR NOIR 100V CBR;16,592 €;71,07 €;21 %;86,00 €;54,48 €;328,3 %;76,7 %;0;19;NAYPES;PERFUMERIA SELECTIVA;
Normal;3360372017332;1125205;;COL DRAKKAR NOIR EDT 200ML CBR;26,681 €;108,97 €;21 %;131,85 €;82,29 €;308,4 %;75,5 %;2;222;NAYPES;PERFUMERIA SELECTIVA;
Normal;8011003852741;;;COL DSQUARED2 GREEN WOOD 100V CBR;30,940 €;81,82 €;21 %;99,00 €;50,88 €;164,4 %;62,2 %;0;397;VARIOS;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3386461206647;;;COL DUPONT MAN EDT 50ML CBR;10,940 €;38,53 €;21 %;46,62 €;27,59 €;252,2 %;71,6 %;0;726;AYATS;PERFUMERIA SELECTIVA;
Normal;737052074450;1040343;;COL DYG DOLCE GABANNA CBR 125V;39,927 €;95,87 €;21 %;116,00 €;55,94 €;140,1 %;58,4 %;-1;13;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;737052074443;1053211;;COL DYG DOLCE GABANNA CBR 75VAP;32,522 €;71,07 €;21 %;86,00 €;38,55 €;118,5 %;54,2 %;-3;89;COVALDROPER GRUPO;PERFUMERIA SELECTIVA;
Normal;737052598079;1053204;;COL DYG DOLCE GABANNA SRA EST 100V;58,968 €;104,13 €;21 %;126,00 €;45,16 €;76,6 %;43,4 %;-1;312;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3423473020752;1065504;;COL DYG DOLCE GABBANA 200V CBR;47,940 €;112,40 €;21 %;136,00 €;64,46 €;134,5 %;57,4 %;1;39;NAYPES;PERFUMERIA SELECTIVA;
Normal;3423473049456;1131361;;COL DYG KKK EDT SPRAY 100ML CBR;42,560 €;85,12 €;21 %;103,00 €;42,56 €;100,0 %;50,0 %;0;173;AYATS;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3423473020233;1044540;;COL DYG LIGHT BLUE 100VAP SRA;46,430 €;99,17 €;21 %;120,00 €;52,74 €;113,6 %;53,2 %;-2;36;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Normal;3423473020264;;;COL DYG LIGHT BLUE 50V SRA;23,027 €;64,46 €;21 %;78,00 €;41,43 €;179,9 %;64,3 %;0;661;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3423473020240;1070952;;COL DYG LIGHT BLUE EDT SPRAY 200ML SRA;61,980 €;123,14 €;21 %;149,00 €;61,16 €;98,7 %;49,7 %;0;325;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3423473034230;1044544;;COL DYG LIGHT BLUE EST 100V SRA;49,072 €;85,95 €;21 %;104,00 €;36,88 €;75,2 %;42,9 %;0;725;COVALDROPER GRUPO;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3423478457959;;;COL DYG LIGHT BLUE MAN ESTUCHE 3PZAS CBR;41,847 €;87,19 €;21 %;105,50 €;45,34 €;108,3 %;52,0 %;-1;178;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3423473021209;1053225;;COL DYG THE ONE 100VAP CBR;34,150 €;85,12 €;21 %;103,00 €;50,97 €;149,3 %;59,9 %;-2;22;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Normal;737052020792;1053218;;COL DYG THE ONE EDP 75V SRA;41,090 €;98,76 €;21 %;119,50 €;57,67 €;140,3 %;58,4 %;-1;176;VILLALBA AL ALBA(FIRMAS);PERFUMERIA SELECTIVA;
Normal;085805557331;;;COL E.ARDEN WHITE TEA EDT 100ML SRA;20,250 €;43,80 €;21 %;53,00 €;23,55 €;116,3 %;53,8 %;-1;20;NAYPES;;
Normal;3442180003896;;;COL EAU COURREGES 90V ESTUCHE SRA;20,220 €;64,46 €;21 %;78,00 €;44,24 €;218,8 %;68,6 %;0;616;AYATS;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3442180000086;;;COL EAU COURREGES EDT 90V SRA;22,057 €;64,46 €;21 %;78,00 €;42,40 €;192,2 %;65,8 %;0;687;NAYPES;PERFUMERIA SELECTIVA;
Normal;3386460131209;;;COL EAU DE ROCHAS 200ML+BODY 500ML SRA;45,630 €;99,17 €;21 %;120,00 €;53,54 €;117,3 %;54,0 %;1;-1;NAYPES;;
Actualizado desde fichero o API;3380812537107;;;COL EAU DYNAMISANTE CLARINS 100ML SRA;26,450 €;42,11 €;21 %;50,95 €;15,66 €;59,2 %;37,2 %;0;753;NAYPES;PERFUMERIA SELECTIVA;
Normal;3600550083279;;;COL EAU JEUNE SENTEURS FRAICHES SRA 75ML;3,884 €;6,60 €;21 %;7,99 €;2,72 €;69,9 %;41,1 %;-7;157;BEMALU;;
Actualizado desde fichero o API;8411300059773;1009801;;COL EAU JEUNE SRA 75VAP;3,842 €;5,78 €;21 %;6,99 €;1,94 €;50,4 %;33,5 %;0;510;LOREAL CONSUMO;PERFUMERIA CONSUMO;
Normal;3616301292081;1140428;;COL EAU LANCASTER SET (EDT SPRAY 125ML+ BODY 200ML + GEL 200ML + NECESER)SRA;18,780 €;60,29 €;21 %;72,95 €;41,51 €;221,0 %;68,8 %;0;536;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8411114083049;1119552;;COL EAU MY BB  CANASTILLA EDT SPRAY 60ML + PELUCHE INF;8,529 €;11,53 €;21 %;13,95 €;3,00 €;35,2 %;26,0 %;-1;313;AIR-VAL;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8411114079622;1109449;;COL EAU MY BB SET (EDT 60ML+GEL 200ML+LOCION 200ML)INF;7,245 €;12,36 €;21 %;14,95 €;5,12 €;70,6 %;41,4 %;0;731;AIR-VAL;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8411114087016;1139118;;COL EAU MY DINO SET EDT 50+GEL100+LLAVERO;6,927 €;10,70 €;21 %;12,95 €;3,77 €;54,5 %;35,3 %;0;-1;AIR-VAL;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8411114085609;1130905;;COL EAU MY LLAMA LLAMASTE SET (GEL BAÑO 500ML + LOCION CORP 150ML + BOMBA BAÑO 30ML)INF;6,245 €;10,70 €;21 %;12,95 €;4,46 €;71,3 %;41,6 %;0;483;AIR-VAL;ASEO PERSONAL;
Actualizado desde fichero o API;8411114085654;1130909;;COL EAU MY LLAMA PILLAMA PARTY SET (EDT 100ML+ NECESER LENTEJUELAS 2 COLORES SURTIDOS)INF;7,750 €;12,36 €;21 %;14,95 €;4,61 €;59,5 %;37,3 %;0;731;AIR-VAL;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8414152140002;;;COL EAU PRESENT 1000ML;22,320 €;28,88 €;21 %;34,95 €;6,56 €;29,4 %;22,7 %;1;45;LUXANA;PERFUMERIA CONSUMO;
Normal;3386460119375;;;COL EAU ROCHAS FRAICHE 220ML SRA;34,910 €;109,09 €;21 %;132,00 €;74,18 €;212,5 %;68,0 %;0;11;AYATS;;
Actualizado desde fichero o API;3386460076326;;;COL EAU ROCHAS FRAICHE EDT  100ML SRA;26,050 €;67,77 €;21 %;82,00 €;41,72 €;160,2 %;61,6 %;1;269;AYATS;PERFUMERIA SELECTIVA;
Normal;3386460076340;1075326;;COL EAU ROCHAS HOMME EDT 100V CBR;21,550 €;62,81 €;21 %;76,00 €;41,26 €;191,5 %;65,7 %;2;185;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3386460076364;1131517;;COL EAU ROCHAS HOMME EDT SPRAY 200ML CBR;30,060 €;72,73 €;21 %;88,00 €;42,67 €;141,9 %;58,7 %;1;274;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3386460103879;1133050;;COL EAU ROCHAS HOMME SET (EDT SPRAY 100ML+MINI 20ML+GEL 100ML CBR;26,020 €;56,16 €;21 %;67,95 €;30,14 €;115,8 %;53,7 %;0;859;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;3348900863293;;;COL ESCALE PORTOFINO EDT 125V SRA;69,080 €;106,61 €;21 %;129,00 €;37,53 €;54,3 %;35,2 %;0;344;NAYPES;PERFUMERIA SELECTIVA;
Normal;8426017076944;;;COL ESENCIA LOEWE 100ML PACK 3PZAS CBRO;67,904 €;109,09 €;21 %;132,00 €;41,19 €;60,6 %;37,8 %;0;126;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;027131043317;1066081;;COL ESTEE LAUDER PLEASURES EDP SRA 100VAP;48,300 €;102,48 €;21 %;124,00 €;54,18 €;112,2 %;52,9 %;1;63;NAYPES;PERFUMERIA SELECTIVA;
Normal;027131286905;1066091;;COL ESTEE LAUDER PLEASURES INTENSE EDP SP 100ML SRA;44,760 €;85,95 €;21 %;104,00 €;41,19 €;92,0 %;47,9 %;2;52;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8414152110005;1099409;;COL EVENTO 1000ML;14,730 €;19,79 €;21 %;23,95 €;5,06 €;34,4 %;25,6 %;0;14;LUXANA;ASEO PERSONAL;
Actualizado desde fichero o API;8414152251135;;;COL EVENTO CBR 1000ML ESTUCHE;12,300 €;18,97 €;21 %;22,95 €;6,67 €;54,2 %;35,2 %;0;889;LUXANA;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;5425017734871;;;COL EXTASIA WOMEN EST 4PIEZ SRA;6,270 €;10,70 €;21 %;12,95 €;4,43 €;70,7 %;41,4 %;0;564;PARIS MODE FRAGANCIAS S.L [ CUBA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8410751010982;1067653;;COL FAMIL TULIPAN NEGRO 800ML ORIGINAL;1,855 €;2,47 €;21 %;2,99 €;0,61 €;33,1 %;24,9 %;1;60;BRISEIS;ASEO PERSONAL;
Normal;719346065405;;;COL FANTASY BRITNEY SPEARS 100ML;15,791 €;52,54 €;21 %;63,57 €;36,75 €;232,7 %;69,9 %;0;28;NAYPES;PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8002135143579;1128550;;COL FERRARI BLACK EDT SPRAY 200ML CBR;16,400 €;24,75 €;21 %;29,95 €;8,35 €;50,9 %;33,7 %;0;-1;NAYPES;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;5425039220314;;;COL FOREVER 4 PIEZAS SRA;6,270 €;10,70 €;21 %;12,95 €;4,43 €;70,7 %;41,4 %;0;903;PARIS MODE FRAGANCIAS S.L [ CUBA ];PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8414152180008;;;COL GENTLEMAN  1000ML;16,910 €;28,88 €;21 %;34,95 €;11,97 €;70,8 %;41,5 %;4;175;LUXANA;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;716393009581;1011506;;COL GIORGIO BEVERLY HILLS SRA 90VAP;14,157 €;54,30 €;21 %;65,70 €;40,14 €;283,6 %;73,9 %;1;19;ELIZABETH ARDEN;PERFUMERIA SELECTIVA;
